,Attack,Attacker_Level,Power,Defense,Defender_Level,Damage
2257,59.0,28.0,250.0,59.0,49.0,42
2258,59.0,28.0,250.0,59.0,77.0,28
2259,59.0,28.0,250.0,59.0,98.0,23
2260,59.0,28.0,250.0,113.0,7.0,127
2261,59.0,28.0,250.0,113.0,28.0,39
2262,59.0,28.0,250.0,113.0,49.0,24
2263,59.0,28.0,250.0,113.0,77.0,16
2264,59.0,28.0,250.0,113.0,98.0,13
2265,59.0,28.0,250.0,185.0,7.0,86
2266,59.0,28.0,250.0,185.0,28.0,25
2267,59.0,28.0,250.0,185.0,49.0,15
2268,59.0,28.0,250.0,185.0,77.0,11
2269,59.0,28.0,250.0,185.0,98.0,9
2270,59.0,28.0,250.0,239.0,7.0,68
2271,59.0,28.0,250.0,239.0,28.0,20
2272,59.0,28.0,250.0,239.0,49.0,12
2273,59.0,28.0,250.0,239.0,77.0,9
2274,59.0,28.0,250.0,239.0,98.0,7
2275,59.0,49.0,10.0,5.0,7.0,56
2276,59.0,49.0,10.0,5.0,28.0,40
2277,59.0,49.0,10.0,5.0,49.0,32
2278,59.0,49.0,10.0,5.0,77.0,24
2279,59.0,49.0,10.0,5.0,98.0,21
2280,59.0,49.0,10.0,59.0,7.0,23
2281,59.0,49.0,10.0,59.0,28.0,9
2282,59.0,49.0,10.0,59.0,49.0,6
2283,59.0,49.0,10.0,59.0,77.0,5
2284,59.0,49.0,10.0,59.0,98.0,4
2285,59.0,49.0,10.0,113.0,7.0,15
2286,59.0,49.0,10.0,113.0,28.0,6
2287,59.0,49.0,10.0,113.0,49.0,4
2288,59.0,49.0,10.0,113.0,77.0,3
2289,59.0,49.0,10.0,113.0,98.0,3
2290,59.0,49.0,10.0,185.0,7.0,11
2291,59.0,49.0,10.0,185.0,28.0,4
2292,59.0,49.0,10.0,185.0,49.0,3
2293,59.0,49.0,10.0,185.0,77.0,3
2294,59.0,49.0,10.0,185.0,98.0,3
2295,59.0,49.0,10.0,239.0,7.0,9
2296,59.0,49.0,10.0,239.0,28.0,4
2297,59.0,49.0,10.0,239.0,49.0,3
2298,59.0,49.0,10.0,239.0,77.0,3
2299,59.0,49.0,10.0,239.0,98.0,3
2300,59.0,49.0,30.0,5.0,7.0,163
2301,59.0,49.0,30.0,5.0,28.0,117
2302,59.0,49.0,30.0,5.0,49.0,91
2303,59.0,49.0,30.0,5.0,77.0,69
2304,59.0,49.0,30.0,5.0,98.0,59
2305,59.0,49.0,30.0,59.0,7.0,64
2306,59.0,49.0,30.0,59.0,28.0,23
2307,59.0,49.0,30.0,59.0,49.0,15
2308,59.0,49.0,30.0,59.0,77.0,10
2309,59.0,49.0,30.0,59.0,98.0,9
2310,59.0,49.0,30.0,113.0,7.0,42
2311,59.0,49.0,30.0,113.0,28.0,14
2312,59.0,49.0,30.0,113.0,49.0,9
2313,59.0,49.0,30.0,113.0,77.0,6
2314,59.0,49.0,30.0,113.0,98.0,6
2315,59.0,49.0,30.0,185.0,7.0,29
2316,59.0,49.0,30.0,185.0,28.0,9
2317,59.0,49.0,30.0,185.0,49.0,6
2318,59.0,49.0,30.0,185.0,77.0,5
2319,59.0,49.0,30.0,185.0,98.0,4
2320,59.0,49.0,30.0,239.0,7.0,23
2321,59.0,49.0,30.0,239.0,28.0,8
2322,59.0,49.0,30.0,239.0,49.0,5
2323,59.0,49.0,30.0,239.0,77.0,4
2324,59.0,49.0,30.0,239.0,98.0,4
2325,59.0,49.0,50.0,5.0,7.0,270
2326,59.0,49.0,50.0,5.0,28.0,193
2327,59.0,49.0,50.0,5.0,49.0,151
2328,59.0,49.0,50.0,5.0,77.0,114
2329,59.0,49.0,50.0,5.0,98.0,98
2330,59.0,49.0,50.0,59.0,7.0,105
2331,59.0,49.0,50.0,59.0,28.0,37
2332,59.0,49.0,50.0,59.0,49.0,24
2333,59.0,49.0,50.0,59.0,77.0,16
2334,59.0,49.0,50.0,59.0,98.0,13
2335,59.0,49.0,50.0,113.0,7.0,69
2336,59.0,49.0,50.0,113.0,28.0,22
2337,59.0,49.0,50.0,113.0,49.0,14
2338,59.0,49.0,50.0,113.0,77.0,9
2339,59.0,49.0,50.0,113.0,98.0,8
2340,59.0,49.0,50.0,185.0,7.0,47
2341,59.0,49.0,50.0,185.0,28.0,14
2342,59.0,49.0,50.0,185.0,49.0,9
2343,59.0,49.0,50.0,185.0,77.0,7
2344,59.0,49.0,50.0,185.0,98.0,6
2345,59.0,49.0,50.0,239.0,7.0,37
2346,59.0,49.0,50.0,239.0,28.0,12
2347,59.0,49.0,50.0,239.0,49.0,8
2348,59.0,49.0,50.0,239.0,77.0,6
2349,59.0,49.0,50.0,239.0,98.0,5
2350,59.0,49.0,70.0,5.0,7.0,377
2351,59.0,49.0,70.0,5.0,28.0,270
2352,59.0,49.0,70.0,5.0,49.0,210
2353,59.0,49.0,70.0,5.0,77.0,158
2354,59.0,49.0,70.0,5.0,98.0,136
2355,59.0,49.0,70.0,59.0,7.0,146
2356,59.0,49.0,70.0,59.0,28.0,51
2357,59.0,49.0,70.0,59.0,49.0,32
2358,59.0,49.0,70.0,59.0,77.0,22
2359,59.0,49.0,70.0,59.0,98.0,18
2360,59.0,49.0,70.0,113.0,7.0,96
2361,59.0,49.0,70.0,113.0,28.0,30
2362,59.0,49.0,70.0,113.0,49.0,18
2363,59.0,49.0,70.0,113.0,77.0,12
2364,59.0,49.0,70.0,113.0,98.0,10
2365,59.0,49.0,70.0,185.0,7.0,64
2366,59.0,49.0,70.0,185.0,28.0,19
2367,59.0,49.0,70.0,185.0,49.0,12
2368,59.0,49.0,70.0,185.0,77.0,8
2369,59.0,49.0,70.0,185.0,98.0,7
2370,59.0,49.0,70.0,239.0,7.0,51
2371,59.0,49.0,70.0,239.0,28.0,16
2372,59.0,49.0,70.0,239.0,49.0,10
2373,59.0,49.0,70.0,239.0,77.0,7
2374,59.0,49.0,70.0,239.0,98.0,6
2375,59.0,49.0,90.0,5.0,7.0,484
2376,59.0,49.0,90.0,5.0,28.0,346
2377,59.0,49.0,90.0,5.0,49.0,270
2378,59.0,49.0,90.0,5.0,77.0,203
2379,59.0,49.0,90.0,5.0,98.0,174
2380,59.0,49.0,90.0,59.0,7.0,187
2381,59.0,49.0,90.0,59.0,28.0,65
2382,59.0,49.0,90.0,59.0,49.0,41
2383,59.0,49.0,90.0,59.0,77.0,27
2384,59.0,49.0,90.0,59.0,98.0,22
2385,59.0,49.0,90.0,113.0,7.0,123
2386,59.0,49.0,90.0,113.0,28.0,37
2387,59.0,49.0,90.0,113.0,49.0,23
2388,59.0,49.0,90.0,113.0,77.0,15
2389,59.0,49.0,90.0,113.0,98.0,13
2390,59.0,49.0,90.0,185.0,7.0,82
2391,59.0,49.0,90.0,185.0,28.0,24
2392,59.0,49.0,90.0,185.0,49.0,15
2393,59.0,49.0,90.0,185.0,77.0,10
2394,59.0,49.0,90.0,185.0,98.0,9
2395,59.0,49.0,90.0,239.0,7.0,65
2396,59.0,49.0,90.0,239.0,28.0,19
2397,59.0,49.0,90.0,239.0,49.0,12
2398,59.0,49.0,90.0,239.0,77.0,8
2399,59.0,49.0,90.0,239.0,98.0,7
2400,59.0,49.0,110.0,5.0,7.0,591
2401,59.0,49.0,110.0,5.0,28.0,423
2402,59.0,49.0,110.0,5.0,49.0,329
2403,59.0,49.0,110.0,5.0,77.0,248
2404,59.0,49.0,110.0,5.0,98.0,212
2405,59.0,49.0,110.0,59.0,7.0,229
2406,59.0,49.0,110.0,59.0,28.0,80
2407,59.0,49.0,110.0,59.0,49.0,50
2408,59.0,49.0,110.0,59.0,77.0,33
2409,59.0,49.0,110.0,59.0,98.0,27
2410,59.0,49.0,110.0,113.0,7.0,149
2411,59.0,49.0,110.0,113.0,28.0,45
2412,59.0,49.0,110.0,113.0,49.0,28
2413,59.0,49.0,110.0,113.0,77.0,18
2414,59.0,49.0,110.0,113.0,98.0,15
2415,59.0,49.0,110.0,185.0,7.0,100
2416,59.0,49.0,110.0,185.0,28.0,29
2417,59.0,49.0,110.0,185.0,49.0,18
2418,59.0,49.0,110.0,185.0,77.0,12
2419,59.0,49.0,110.0,185.0,98.0,10
2420,59.0,49.0,110.0,239.0,7.0,80
2421,59.0,49.0,110.0,239.0,28.0,23
2422,59.0,49.0,110.0,239.0,49.0,14
2423,59.0,49.0,110.0,239.0,77.0,10
2424,59.0,49.0,110.0,239.0,98.0,8
2425,59.0,49.0,130.0,5.0,7.0,698
2426,59.0,49.0,130.0,5.0,28.0,499
2427,59.0,49.0,130.0,5.0,49.0,389
2428,59.0,49.0,130.0,5.0,77.0,292
2429,59.0,49.0,130.0,5.0,98.0,251
2430,59.0,49.0,130.0,59.0,7.0,270
2431,59.0,49.0,130.0,59.0,28.0,94
2432,59.0,49.0,130.0,59.0,49.0,58
2433,59.0,49.0,130.0,59.0,77.0,39
2434,59.0,49.0,130.0,59.0,98.0,31
2435,59.0,49.0,130.0,113.0,7.0,176
2436,59.0,49.0,130.0,113.0,28.0,53
2437,59.0,49.0,130.0,113.0,49.0,32
2438,59.0,49.0,130.0,113.0,77.0,21
2439,59.0,49.0,130.0,113.0,98.0,17
2440,59.0,49.0,130.0,185.0,7.0,118
2441,59.0,49.0,130.0,185.0,28.0,34
2442,59.0,49.0,130.0,185.0,49.0,21
2443,59.0,49.0,130.0,185.0,77.0,14
2444,59.0,49.0,130.0,185.0,98.0,11
2445,59.0,49.0,130.0,239.0,7.0,94
2446,59.0,49.0,130.0,239.0,28.0,27
2447,59.0,49.0,130.0,239.0,49.0,17
2448,59.0,49.0,130.0,239.0,77.0,11
2449,59.0,49.0,130.0,239.0,98.0,9
2450,59.0,49.0,150.0,5.0,7.0,806
2451,59.0,49.0,150.0,5.0,28.0,576
2452,59.0,49.0,150.0,5.0,49.0,448
2453,59.0,49.0,150.0,5.0,77.0,337
2454,59.0,49.0,150.0,5.0,98.0,289
2455,59.0,49.0,150.0,59.0,7.0,311
2456,59.0,49.0,150.0,59.0,28.0,108
2457,59.0,49.0,150.0,59.0,49.0,67
2458,59.0,49.0,150.0,59.0,77.0,44
2459,59.0,49.0,150.0,59.0,98.0,35
2460,59.0,49.0,150.0,113.0,7.0,203
2461,59.0,49.0,150.0,113.0,28.0,61
2462,59.0,49.0,150.0,113.0,49.0,37
2463,59.0,49.0,150.0,113.0,77.0,24
2464,59.0,49.0,150.0,113.0,98.0,20
2465,59.0,49.0,150.0,185.0,7.0,136
2466,59.0,49.0,150.0,185.0,28.0,39
2467,59.0,49.0,150.0,185.0,49.0,24
2468,59.0,49.0,150.0,185.0,77.0,16
2469,59.0,49.0,150.0,185.0,98.0,13
2470,59.0,49.0,150.0,239.0,7.0,108
2471,59.0,49.0,150.0,239.0,28.0,31
2472,59.0,49.0,150.0,239.0,49.0,19
2473,59.0,49.0,150.0,239.0,77.0,13
2474,59.0,49.0,150.0,239.0,98.0,10
2475,59.0,49.0,170.0,5.0,7.0,913
2476,59.0,49.0,170.0,5.0,28.0,652
2477,59.0,49.0,170.0,5.0,49.0,508
2478,59.0,49.0,170.0,5.0,77.0,381
2479,59.0,49.0,170.0,5.0,98.0,327
2480,59.0,49.0,170.0,59.0,7.0,352
2481,59.0,49.0,170.0,59.0,28.0,122
2482,59.0,49.0,170.0,59.0,49.0,75
2483,59.0,49.0,170.0,59.0,77.0,50
2484,59.0,49.0,170.0,59.0,98.0,40
2485,59.0,49.0,170.0,113.0,7.0,230
2486,59.0,49.0,170.0,113.0,28.0,69
2487,59.0,49.0,170.0,113.0,49.0,42
2488,59.0,49.0,170.0,113.0,77.0,27
2489,59.0,49.0,170.0,113.0,98.0,22
2490,59.0,49.0,170.0,185.0,7.0,154
2491,59.0,49.0,170.0,185.0,28.0,44
2492,59.0,49.0,170.0,185.0,49.0,26
2493,59.0,49.0,170.0,185.0,77.0,18
2494,59.0,49.0,170.0,185.0,98.0,14
2495,59.0,49.0,170.0,239.0,7.0,122
2496,59.0,49.0,170.0,239.0,28.0,35
2497,59.0,49.0,170.0,239.0,49.0,21
2498,59.0,49.0,170.0,239.0,77.0,14
2499,59.0,49.0,170.0,239.0,98.0,12
2500,59.0,49.0,190.0,5.0,7.0,1020
2501,59.0,49.0,190.0,5.0,28.0,729
2502,59.0,49.0,190.0,5.0,49.0,567
2503,59.0,49.0,190.0,5.0,77.0,426
2504,59.0,49.0,190.0,5.0,98.0,365
2505,59.0,49.0,190.0,59.0,7.0,393
2506,59.0,49.0,190.0,59.0,28.0,136
2507,59.0,49.0,190.0,59.0,49.0,84
2508,59.0,49.0,190.0,59.0,77.0,56
2509,59.0,49.0,190.0,59.0,98.0,44
2510,59.0,49.0,190.0,113.0,7.0,256
2511,59.0,49.0,190.0,113.0,28.0,77
2512,59.0,49.0,190.0,113.0,49.0,46
2513,59.0,49.0,190.0,113.0,77.0,30
2514,59.0,49.0,190.0,113.0,98.0,25
2515,59.0,49.0,190.0,185.0,7.0,172
2516,59.0,49.0,190.0,185.0,28.0,49
2517,59.0,49.0,190.0,185.0,49.0,29
2518,59.0,49.0,190.0,185.0,77.0,20
2519,59.0,49.0,190.0,185.0,98.0,16
2520,59.0,49.0,190.0,239.0,7.0,136
2521,59.0,49.0,190.0,239.0,28.0,39
2522,59.0,49.0,190.0,239.0,49.0,23
2523,59.0,49.0,190.0,239.0,77.0,16
2524,59.0,49.0,190.0,239.0,98.0,13
2525,59.0,49.0,210.0,5.0,7.0,1127
2526,59.0,49.0,210.0,5.0,28.0,806
2527,59.0,49.0,210.0,5.0,49.0,627
2528,59.0,49.0,210.0,5.0,77.0,471
2529,59.0,49.0,210.0,5.0,98.0,404
2530,59.0,49.0,210.0,59.0,7.0,435
2531,59.0,49.0,210.0,59.0,28.0,150
2532,59.0,49.0,210.0,59.0,49.0,93
2533,59.0,49.0,210.0,59.0,77.0,61
2534,59.0,49.0,210.0,59.0,98.0,49
2535,59.0,49.0,210.0,113.0,7.0,283
2536,59.0,49.0,210.0,113.0,28.0,85
2537,59.0,49.0,210.0,113.0,49.0,51
2538,59.0,49.0,210.0,113.0,77.0,33
2539,59.0,49.0,210.0,113.0,98.0,27
2540,59.0,49.0,210.0,185.0,7.0,189
2541,59.0,49.0,210.0,185.0,28.0,54
2542,59.0,49.0,210.0,185.0,49.0,32
2543,59.0,49.0,210.0,185.0,77.0,21
2544,59.0,49.0,210.0,185.0,98.0,17
2545,59.0,49.0,210.0,239.0,7.0,150
2546,59.0,49.0,210.0,239.0,28.0,43
2547,59.0,49.0,210.0,239.0,49.0,26
2548,59.0,49.0,210.0,239.0,77.0,17
2549,59.0,49.0,210.0,239.0,98.0,14
2550,59.0,49.0,230.0,5.0,7.0,1234
2551,59.0,49.0,230.0,5.0,28.0,882
2552,59.0,49.0,230.0,5.0,49.0,686
2553,59.0,49.0,230.0,5.0,77.0,515
2554,59.0,49.0,230.0,5.0,98.0,442
2555,59.0,49.0,230.0,59.0,7.0,476
2556,59.0,49.0,230.0,59.0,28.0,164
2557,59.0,49.0,230.0,59.0,49.0,101
2558,59.0,49.0,230.0,59.0,77.0,67
2559,59.0,49.0,230.0,59.0,98.0,53
2560,59.0,49.0,230.0,113.0,7.0,310
2561,59.0,49.0,230.0,113.0,28.0,93
2562,59.0,49.0,230.0,113.0,49.0,56
2563,59.0,49.0,230.0,113.0,77.0,36
2564,59.0,49.0,230.0,113.0,98.0,29
2565,59.0,49.0,230.0,185.0,7.0,207
2566,59.0,49.0,230.0,185.0,28.0,59
2567,59.0,49.0,230.0,185.0,49.0,35
2568,59.0,49.0,230.0,185.0,77.0,23
2569,59.0,49.0,230.0,185.0,98.0,19
2570,59.0,49.0,230.0,239.0,7.0,164
2571,59.0,49.0,230.0,239.0,28.0,47
2572,59.0,49.0,230.0,239.0,49.0,28
2573,59.0,49.0,230.0,239.0,77.0,19
2574,59.0,49.0,230.0,239.0,98.0,15
2575,59.0,49.0,250.0,5.0,7.0,1341
2576,59.0,49.0,250.0,5.0,28.0,959
2577,59.0,49.0,250.0,5.0,49.0,746
2578,59.0,49.0,250.0,5.0,77.0,560
2579,59.0,49.0,250.0,5.0,98.0,480
2580,59.0,49.0,250.0,59.0,7.0,517
2581,59.0,49.0,250.0,59.0,28.0,178
2582,59.0,49.0,250.0,59.0,49.0,110
2583,59.0,49.0,250.0,59.0,77.0,72
2584,59.0,49.0,250.0,59.0,98.0,58
2585,59.0,49.0,250.0,113.0,7.0,337
2586,59.0,49.0,250.0,113.0,28.0,100
2587,59.0,49.0,250.0,113.0,49.0,60
2588,59.0,49.0,250.0,113.0,77.0,39
2589,59.0,49.0,250.0,113.0,98.0,32
2590,59.0,49.0,250.0,185.0,7.0,225
2591,59.0,49.0,250.0,185.0,28.0,64
2592,59.0,49.0,250.0,185.0,49.0,38
2593,59.0,49.0,250.0,185.0,77.0,25
2594,59.0,49.0,250.0,185.0,98.0,20
2595,59.0,49.0,250.0,239.0,7.0,178
2596,59.0,49.0,250.0,239.0,28.0,51
2597,59.0,49.0,250.0,239.0,49.0,30
2598,59.0,49.0,250.0,239.0,77.0,20
2599,59.0,49.0,250.0,239.0,98.0,16
2600,59.0,77.0,10.0,5.0,7.0,127
2601,59.0,77.0,10.0,5.0,28.0,91
2602,59.0,77.0,10.0,5.0,49.0,71
2603,59.0,77.0,10.0,5.0,77.0,54
2604,59.0,77.0,10.0,5.0,98.0,47
2605,59.0,77.0,10.0,59.0,7.0,50
2606,59.0,77.0,10.0,59.0,28.0,18
2607,59.0,77.0,10.0,59.0,49.0,12
2608,59.0,77.0,10.0,59.0,77.0,9
2609,59.0,77.0,10.0,59.0,98.0,7
2610,59.0,77.0,10.0,113.0,7.0,33
2611,59.0,77.0,10.0,113.0,28.0,11
2612,59.0,77.0,10.0,113.0,49.0,7
2613,59.0,77.0,10.0,113.0,77.0,5
2614,59.0,77.0,10.0,113.0,98.0,5
2615,59.0,77.0,10.0,185.0,7.0,23
2616,59.0,77.0,10.0,185.0,28.0,8
2617,59.0,77.0,10.0,185.0,49.0,5
2618,59.0,77.0,10.0,185.0,77.0,4
2619,59.0,77.0,10.0,185.0,98.0,4
2620,59.0,77.0,10.0,239.0,7.0,18
2621,59.0,77.0,10.0,239.0,28.0,7
2622,59.0,77.0,10.0,239.0,49.0,5
2623,59.0,77.0,10.0,239.0,77.0,4
2624,59.0,77.0,10.0,239.0,98.0,3
2625,59.0,77.0,30.0,5.0,7.0,376
2626,59.0,77.0,30.0,5.0,28.0,269
2627,59.0,77.0,30.0,5.0,49.0,210
2628,59.0,77.0,30.0,5.0,77.0,158
2629,59.0,77.0,30.0,5.0,98.0,136
2630,59.0,77.0,30.0,59.0,7.0,146
2631,59.0,77.0,30.0,59.0,28.0,51
2632,59.0,77.0,30.0,59.0,49.0,32
2633,59.0,77.0,30.0,59.0,77.0,22
2634,59.0,77.0,30.0,59.0,98.0,18
2635,59.0,77.0,30.0,113.0,7.0,95
2636,59.0,77.0,30.0,113.0,28.0,29
2637,59.0,77.0,30.0,113.0,49.0,18
2638,59.0,77.0,30.0,113.0,77.0,12
2639,59.0,77.0,30.0,113.0,98.0,10
2640,59.0,77.0,30.0,185.0,7.0,64
2641,59.0,77.0,30.0,185.0,28.0,19
2642,59.0,77.0,30.0,185.0,49.0,12
2643,59.0,77.0,30.0,185.0,77.0,8
2644,59.0,77.0,30.0,185.0,98.0,7
2645,59.0,77.0,30.0,239.0,7.0,51
2646,59.0,77.0,30.0,239.0,28.0,16
2647,59.0,77.0,30.0,239.0,49.0,10
2648,59.0,77.0,30.0,239.0,77.0,7
2649,59.0,77.0,30.0,239.0,98.0,6
2650,59.0,77.0,50.0,5.0,7.0,625
2651,59.0,77.0,50.0,5.0,28.0,447
2652,59.0,77.0,50.0,5.0,49.0,348
2653,59.0,77.0,50.0,5.0,77.0,262
2654,59.0,77.0,50.0,5.0,98.0,225
2655,59.0,77.0,50.0,59.0,7.0,242
2656,59.0,77.0,50.0,59.0,28.0,84
2657,59.0,77.0,50.0,59.0,49.0,52
2658,59.0,77.0,50.0,59.0,77.0,35
2659,59.0,77.0,50.0,59.0,98.0,28
2660,59.0,77.0,50.0,113.0,7.0,158
2661,59.0,77.0,50.0,113.0,28.0,48
2662,59.0,77.0,50.0,113.0,49.0,29
2663,59.0,77.0,50.0,113.0,77.0,19
2664,59.0,77.0,50.0,113.0,98.0,16
2665,59.0,77.0,50.0,185.0,7.0,106
2666,59.0,77.0,50.0,185.0,28.0,31
2667,59.0,77.0,50.0,185.0,49.0,19
2668,59.0,77.0,50.0,185.0,77.0,13
2669,59.0,77.0,50.0,185.0,98.0,10
2670,59.0,77.0,50.0,239.0,7.0,84
2671,59.0,77.0,50.0,239.0,28.0,25
2672,59.0,77.0,50.0,239.0,49.0,15
2673,59.0,77.0,50.0,239.0,77.0,10
2674,59.0,77.0,50.0,239.0,98.0,9
2675,59.0,77.0,70.0,5.0,7.0,874
2676,59.0,77.0,70.0,5.0,28.0,625
2677,59.0,77.0,70.0,5.0,49.0,487
2678,59.0,77.0,70.0,5.0,77.0,366
2679,59.0,77.0,70.0,5.0,98.0,314
2680,59.0,77.0,70.0,59.0,7.0,338
2681,59.0,77.0,70.0,59.0,28.0,117
2682,59.0,77.0,70.0,59.0,49.0,72
2683,59.0,77.0,70.0,59.0,77.0,48
2684,59.0,77.0,70.0,59.0,98.0,38
2685,59.0,77.0,70.0,113.0,7.0,220
2686,59.0,77.0,70.0,113.0,28.0,66
2687,59.0,77.0,70.0,113.0,49.0,40
2688,59.0,77.0,70.0,113.0,77.0,26
2689,59.0,77.0,70.0,113.0,98.0,21
2690,59.0,77.0,70.0,185.0,7.0,147
2691,59.0,77.0,70.0,185.0,28.0,42
2692,59.0,77.0,70.0,185.0,49.0,25
2693,59.0,77.0,70.0,185.0,77.0,17
2694,59.0,77.0,70.0,185.0,98.0,14
2695,59.0,77.0,70.0,239.0,7.0,117
2696,59.0,77.0,70.0,239.0,28.0,34
2697,59.0,77.0,70.0,239.0,49.0,20
2698,59.0,77.0,70.0,239.0,77.0,14
2699,59.0,77.0,70.0,239.0,98.0,11
2700,59.0,77.0,90.0,5.0,7.0,1124
2701,59.0,77.0,90.0,5.0,28.0,803
2702,59.0,77.0,90.0,5.0,49.0,625
2703,59.0,77.0,90.0,5.0,77.0,469
2704,59.0,77.0,90.0,5.0,98.0,403
2705,59.0,77.0,90.0,59.0,7.0,433
2706,59.0,77.0,90.0,59.0,28.0,150
2707,59.0,77.0,90.0,59.0,49.0,92
2708,59.0,77.0,90.0,59.0,77.0,61
2709,59.0,77.0,90.0,59.0,98.0,49
2710,59.0,77.0,90.0,113.0,7.0,282
2711,59.0,77.0,90.0,113.0,28.0,84
2712,59.0,77.0,90.0,113.0,49.0,51
2713,59.0,77.0,90.0,113.0,77.0,33
2714,59.0,77.0,90.0,113.0,98.0,27
2715,59.0,77.0,90.0,185.0,7.0,189
2716,59.0,77.0,90.0,185.0,28.0,54
2717,59.0,77.0,90.0,185.0,49.0,32
2718,59.0,77.0,90.0,185.0,77.0,21
2719,59.0,77.0,90.0,185.0,98.0,17
2720,59.0,77.0,90.0,239.0,7.0,150
2721,59.0,77.0,90.0,239.0,28.0,43
2722,59.0,77.0,90.0,239.0,49.0,25
2723,59.0,77.0,90.0,239.0,77.0,17
2724,59.0,77.0,90.0,239.0,98.0,14
2725,59.0,77.0,110.0,5.0,7.0,1373
2726,59.0,77.0,110.0,5.0,28.0,981
2727,59.0,77.0,110.0,5.0,49.0,764
2728,59.0,77.0,110.0,5.0,77.0,573
2729,59.0,77.0,110.0,5.0,98.0,492
2730,59.0,77.0,110.0,59.0,7.0,529
2731,59.0,77.0,110.0,59.0,28.0,182
2732,59.0,77.0,110.0,59.0,49.0,113
2733,59.0,77.0,110.0,59.0,77.0,74
2734,59.0,77.0,110.0,59.0,98.0,59
2735,59.0,77.0,110.0,113.0,7.0,345
2736,59.0,77.0,110.0,113.0,28.0,103
2737,59.0,77.0,110.0,113.0,49.0,62
2738,59.0,77.0,110.0,113.0,77.0,40
2739,59.0,77.0,110.0,113.0,98.0,32
2740,59.0,77.0,110.0,185.0,7.0,231
2741,59.0,77.0,110.0,185.0,28.0,65
2742,59.0,77.0,110.0,185.0,49.0,39
2743,59.0,77.0,110.0,185.0,77.0,26
2744,59.0,77.0,110.0,185.0,98.0,21
2745,59.0,77.0,110.0,239.0,7.0,182
2746,59.0,77.0,110.0,239.0,28.0,52
2747,59.0,77.0,110.0,239.0,49.0,31
2748,59.0,77.0,110.0,239.0,77.0,20
2749,59.0,77.0,110.0,239.0,98.0,16
2750,59.0,77.0,130.0,5.0,7.0,1622
2751,59.0,77.0,130.0,5.0,28.0,1159
2752,59.0,77.0,130.0,5.0,49.0,902
2753,59.0,77.0,130.0,5.0,77.0,677
2754,59.0,77.0,130.0,5.0,98.0,581
2755,59.0,77.0,130.0,59.0,7.0,625
2756,59.0,77.0,130.0,59.0,28.0,215
2757,59.0,77.0,130.0,59.0,49.0,133
2758,59.0,77.0,130.0,59.0,77.0,87
2759,59.0,77.0,130.0,59.0,98.0,70
2760,59.0,77.0,130.0,113.0,7.0,407
2761,59.0,77.0,130.0,113.0,28.0,121
2762,59.0,77.0,130.0,113.0,49.0,72
2763,59.0,77.0,130.0,113.0,77.0,47
2764,59.0,77.0,130.0,113.0,98.0,38
2765,59.0,77.0,130.0,185.0,7.0,272
2766,59.0,77.0,130.0,185.0,28.0,77
2767,59.0,77.0,130.0,185.0,49.0,46
2768,59.0,77.0,130.0,185.0,77.0,30
2769,59.0,77.0,130.0,185.0,98.0,24
2770,59.0,77.0,130.0,239.0,7.0,215
2771,59.0,77.0,130.0,239.0,28.0,61
2772,59.0,77.0,130.0,239.0,49.0,36
2773,59.0,77.0,130.0,239.0,77.0,24
2774,59.0,77.0,130.0,239.0,98.0,19
2775,59.0,77.0,150.0,5.0,7.0,1872
2776,59.0,77.0,150.0,5.0,28.0,1337
2777,59.0,77.0,150.0,5.0,49.0,1041
2778,59.0,77.0,150.0,5.0,77.0,781
2779,59.0,77.0,150.0,5.0,98.0,670
2780,59.0,77.0,150.0,59.0,7.0,721
2781,59.0,77.0,150.0,59.0,28.0,248
2782,59.0,77.0,150.0,59.0,49.0,153
2783,59.0,77.0,150.0,59.0,77.0,100
2784,59.0,77.0,150.0,59.0,98.0,80
2785,59.0,77.0,150.0,113.0,7.0,469
2786,59.0,77.0,150.0,113.0,28.0,139
2787,59.0,77.0,150.0,113.0,49.0,83
2788,59.0,77.0,150.0,113.0,77.0,54
2789,59.0,77.0,150.0,113.0,98.0,43
2790,59.0,77.0,150.0,185.0,7.0,314
2791,59.0,77.0,150.0,185.0,28.0,89
2792,59.0,77.0,150.0,185.0,49.0,52
2793,59.0,77.0,150.0,185.0,77.0,34
2794,59.0,77.0,150.0,185.0,98.0,27
2795,59.0,77.0,150.0,239.0,7.0,248
2796,59.0,77.0,150.0,239.0,28.0,70
2797,59.0,77.0,150.0,239.0,49.0,41
2798,59.0,77.0,150.0,239.0,77.0,27
2799,59.0,77.0,150.0,239.0,98.0,22
2800,59.0,77.0,170.0,5.0,7.0,2121
2801,59.0,77.0,170.0,5.0,28.0,1515
2802,59.0,77.0,170.0,5.0,49.0,1179
2803,59.0,77.0,170.0,5.0,77.0,885
2804,59.0,77.0,170.0,5.0,98.0,759
2805,59.0,77.0,170.0,59.0,7.0,817
2806,59.0,77.0,170.0,59.0,28.0,281
2807,59.0,77.0,170.0,59.0,49.0,173
2808,59.0,77.0,170.0,59.0,77.0,114
2809,59.0,77.0,170.0,59.0,98.0,90
2810,59.0,77.0,170.0,113.0,7.0,532
2811,59.0,77.0,170.0,113.0,28.0,158
2812,59.0,77.0,170.0,113.0,49.0,94
2813,59.0,77.0,170.0,113.0,77.0,61
2814,59.0,77.0,170.0,113.0,98.0,49
