,Attack,Attacker_Level,Defense,Defender_Level,Attacker_Defender_Value
523,41.0,7.0,41.0,49.0,0.021333333333333333
524,41.0,7.0,41.0,63.0,0.017142857142857144
525,41.0,7.0,41.0,77.0,0.01411764705882353
526,41.0,7.0,41.0,91.0,0.012151898734177217
527,41.0,7.0,41.0,98.0,0.011294117647058824
528,41.0,7.0,77.0,7.0,0.064
529,41.0,7.0,77.0,21.0,0.025945945945945948
530,41.0,7.0,77.0,35.0,0.016551724137931035
531,41.0,7.0,77.0,49.0,0.012
532,41.0,7.0,77.0,63.0,0.009411764705882354
533,41.0,7.0,77.0,77.0,0.007804878048780488
534,41.0,7.0,77.0,91.0,0.006620689655172414
535,41.0,7.0,77.0,98.0,0.006193548387096774
536,41.0,7.0,113.0,7.0,0.048
537,41.0,7.0,113.0,21.0,0.018461538461538463
538,41.0,7.0,113.0,35.0,0.011428571428571429
539,41.0,7.0,113.0,49.0,0.008347826086956521
540,41.0,7.0,113.0,63.0,0.00653061224489796
541,41.0,7.0,113.0,77.0,0.005363128491620112
542,41.0,7.0,113.0,91.0,0.004571428571428571
543,41.0,7.0,113.0,98.0,0.004247787610619469
544,41.0,7.0,149.0,7.0,0.038400000000000004
545,41.0,7.0,149.0,21.0,0.014328358208955222
546,41.0,7.0,149.0,35.0,0.008807339449541285
547,41.0,7.0,149.0,49.0,0.006357615894039736
548,41.0,7.0,149.0,63.0,0.005
549,41.0,7.0,149.0,77.0,0.0041025641025641026
550,41.0,7.0,149.0,91.0,0.0034782608695652175
551,41.0,7.0,149.0,98.0,0.0032323232323232323
552,41.0,7.0,185.0,7.0,0.032
553,41.0,7.0,185.0,21.0,0.011707317073170732
554,41.0,7.0,185.0,35.0,0.007164179104477611
555,41.0,7.0,185.0,49.0,0.005161290322580645
556,41.0,7.0,185.0,63.0,0.004033613445378152
557,41.0,7.0,185.0,77.0,0.003321799307958478
558,41.0,7.0,185.0,91.0,0.0028152492668621705
559,41.0,7.0,185.0,98.0,0.0026158038147138965
560,41.0,7.0,221.0,7.0,0.027428571428571427
561,41.0,7.0,221.0,21.0,0.009896907216494845
562,41.0,7.0,221.0,35.0,0.0060377358490566035
563,41.0,7.0,221.0,49.0,0.0043438914027149325
564,41.0,7.0,221.0,63.0,0.003392226148409894
565,41.0,7.0,221.0,77.0,0.002782608695652174
566,41.0,7.0,221.0,91.0,0.002358722358722359
567,41.0,7.0,221.0,98.0,0.002191780821917808
568,41.0,7.0,239.0,7.0,0.02526315789473684
569,41.0,7.0,239.0,21.0,0.009142857142857142
570,41.0,7.0,239.0,35.0,0.005581395348837209
571,41.0,7.0,239.0,49.0,0.0040167364016736404
572,41.0,7.0,239.0,63.0,0.0031372549019607846
573,41.0,7.0,239.0,77.0,0.00257372654155496
574,41.0,7.0,239.0,91.0,0.0021867881548974944
575,41.0,7.0,239.0,98.0,0.002029598308668076
576,41.0,21.0,5.0,7.0,0.9152000000000001
577,41.0,21.0,5.0,21.0,0.6537142857142858
578,41.0,21.0,5.0,35.0,0.5720000000000001
579,41.0,21.0,5.0,49.0,0.5084444444444445
580,41.0,21.0,5.0,63.0,0.41600000000000004
581,41.0,21.0,5.0,77.0,0.38133333333333336
582,41.0,21.0,5.0,91.0,0.3268571428571429
583,41.0,21.0,5.0,98.0,0.3268571428571429
584,41.0,21.0,41.0,7.0,0.45760000000000006
585,41.0,21.0,41.0,21.0,0.20800000000000002
586,41.0,21.0,41.0,35.0,0.13866666666666666
587,41.0,21.0,41.0,49.0,0.1016888888888889
588,41.0,21.0,41.0,63.0,0.08171428571428573
589,41.0,21.0,41.0,77.0,0.06729411764705884
590,41.0,21.0,41.0,91.0,0.057924050632911395
591,41.0,21.0,41.0,98.0,0.05383529411764707
592,41.0,21.0,77.0,7.0,0.30506666666666665
593,41.0,21.0,77.0,21.0,0.1236756756756757
594,41.0,21.0,77.0,35.0,0.07889655172413794
595,41.0,21.0,77.0,49.0,0.05720000000000001
596,41.0,21.0,77.0,63.0,0.044862745098039225
597,41.0,21.0,77.0,77.0,0.037203252032520326
598,41.0,21.0,77.0,91.0,0.031558620689655176
599,41.0,21.0,77.0,98.0,0.029522580645161292
600,41.0,21.0,113.0,7.0,0.22880000000000003
601,41.0,21.0,113.0,21.0,0.08800000000000001
602,41.0,21.0,113.0,35.0,0.054476190476190484
603,41.0,21.0,113.0,49.0,0.039791304347826094
604,41.0,21.0,113.0,63.0,0.031129251700680274
605,41.0,21.0,113.0,77.0,0.025564245810055865
606,41.0,21.0,113.0,91.0,0.021790476190476193
607,41.0,21.0,113.0,98.0,0.02024778761061947
608,41.0,21.0,149.0,7.0,0.18304
609,41.0,21.0,149.0,21.0,0.06829850746268658
610,41.0,21.0,149.0,35.0,0.041981651376146796
611,41.0,21.0,149.0,49.0,0.030304635761589406
612,41.0,21.0,149.0,63.0,0.023833333333333335
613,41.0,21.0,149.0,77.0,0.01955555555555556
614,41.0,21.0,149.0,91.0,0.016579710144927536
615,41.0,21.0,149.0,98.0,0.015407407407407408
616,41.0,21.0,185.0,7.0,0.15253333333333333
617,41.0,21.0,185.0,21.0,0.055804878048780496
618,41.0,21.0,185.0,35.0,0.03414925373134329
619,41.0,21.0,185.0,49.0,0.024602150537634412
620,41.0,21.0,185.0,63.0,0.019226890756302524
621,41.0,21.0,185.0,77.0,0.015833910034602078
622,41.0,21.0,185.0,91.0,0.013419354838709678
623,41.0,21.0,185.0,98.0,0.01246866485013624
624,41.0,21.0,221.0,7.0,0.13074285714285716
625,41.0,21.0,221.0,21.0,0.04717525773195877
626,41.0,21.0,221.0,35.0,0.02877987421383648
627,41.0,21.0,221.0,49.0,0.020705882352941178
628,41.0,21.0,221.0,63.0,0.016169611307420496
629,41.0,21.0,221.0,77.0,0.013263768115942029
630,41.0,21.0,221.0,91.0,0.011243243243243245
631,41.0,21.0,221.0,98.0,0.010447488584474886
632,41.0,21.0,239.0,7.0,0.12042105263157896
633,41.0,21.0,239.0,21.0,0.04358095238095239
634,41.0,21.0,239.0,35.0,0.0266046511627907
635,41.0,21.0,239.0,49.0,0.019146443514644354
636,41.0,21.0,239.0,63.0,0.014954248366013072
637,41.0,21.0,239.0,77.0,0.012268096514745308
638,41.0,21.0,239.0,91.0,0.010423690205011391
639,41.0,21.0,239.0,98.0,0.009674418604651163
640,41.0,35.0,5.0,7.0,2.112
641,41.0,35.0,5.0,21.0,1.5085714285714287
642,41.0,35.0,5.0,35.0,1.32
643,41.0,35.0,5.0,49.0,1.1733333333333333
644,41.0,35.0,5.0,63.0,0.96
645,41.0,35.0,5.0,77.0,0.88
646,41.0,35.0,5.0,91.0,0.7542857142857143
647,41.0,35.0,5.0,98.0,0.7542857142857143
648,41.0,35.0,41.0,7.0,1.056
649,41.0,35.0,41.0,21.0,0.48
650,41.0,35.0,41.0,35.0,0.32
651,41.0,35.0,41.0,49.0,0.23466666666666666
652,41.0,35.0,41.0,63.0,0.18857142857142858
653,41.0,35.0,41.0,77.0,0.15529411764705883
654,41.0,35.0,41.0,91.0,0.13367088607594937
655,41.0,35.0,41.0,98.0,0.12423529411764707
656,41.0,35.0,77.0,7.0,0.7040000000000001
657,41.0,35.0,77.0,21.0,0.28540540540540543
658,41.0,35.0,77.0,35.0,0.1820689655172414
659,41.0,35.0,77.0,49.0,0.132
660,41.0,35.0,77.0,63.0,0.10352941176470588
661,41.0,35.0,77.0,77.0,0.08585365853658537
662,41.0,35.0,77.0,91.0,0.07282758620689656
663,41.0,35.0,77.0,98.0,0.06812903225806452
664,41.0,35.0,113.0,7.0,0.528
665,41.0,35.0,113.0,21.0,0.20307692307692307
666,41.0,35.0,113.0,35.0,0.12571428571428572
667,41.0,35.0,113.0,49.0,0.09182608695652174
668,41.0,35.0,113.0,63.0,0.07183673469387755
669,41.0,35.0,113.0,77.0,0.05899441340782123
670,41.0,35.0,113.0,91.0,0.05028571428571429
671,41.0,35.0,113.0,98.0,0.046725663716814164
672,41.0,35.0,149.0,7.0,0.42240000000000005
673,41.0,35.0,149.0,21.0,0.15761194029850745
674,41.0,35.0,149.0,35.0,0.09688073394495414
675,41.0,35.0,149.0,49.0,0.06993377483443709
676,41.0,35.0,149.0,63.0,0.055
677,41.0,35.0,149.0,77.0,0.04512820512820513
678,41.0,35.0,149.0,91.0,0.0382608695652174
679,41.0,35.0,149.0,98.0,0.035555555555555556
680,41.0,35.0,185.0,7.0,0.35200000000000004
681,41.0,35.0,185.0,21.0,0.12878048780487805
682,41.0,35.0,185.0,35.0,0.07880597014925372
683,41.0,35.0,185.0,49.0,0.0567741935483871
684,41.0,35.0,185.0,63.0,0.044369747899159664
685,41.0,35.0,185.0,77.0,0.036539792387543256
686,41.0,35.0,185.0,91.0,0.03096774193548387
687,41.0,35.0,185.0,98.0,0.02877384196185286
688,41.0,35.0,221.0,7.0,0.3017142857142857
689,41.0,35.0,221.0,21.0,0.10886597938144331
690,41.0,35.0,221.0,35.0,0.06641509433962264
691,41.0,35.0,221.0,49.0,0.04778280542986425
692,41.0,35.0,221.0,63.0,0.03731448763250883
693,41.0,35.0,221.0,77.0,0.030608695652173914
694,41.0,35.0,221.0,91.0,0.025945945945945948
695,41.0,35.0,221.0,98.0,0.02410958904109589
696,41.0,35.0,239.0,7.0,0.2778947368421053
697,41.0,35.0,239.0,21.0,0.10057142857142858
698,41.0,35.0,239.0,35.0,0.061395348837209304
699,41.0,35.0,239.0,49.0,0.04418410041841004
700,41.0,35.0,239.0,63.0,0.03450980392156863
701,41.0,35.0,239.0,77.0,0.02831099195710456
702,41.0,35.0,239.0,91.0,0.024054669703872437
703,41.0,35.0,239.0,98.0,0.022325581395348838
704,41.0,49.0,5.0,7.0,3.8880000000000003
705,41.0,49.0,5.0,21.0,2.7771428571428576
706,41.0,49.0,5.0,35.0,2.43
707,41.0,49.0,5.0,49.0,2.16
708,41.0,49.0,5.0,63.0,1.7672727272727276
709,41.0,49.0,5.0,77.0,1.62
710,41.0,49.0,5.0,91.0,1.3885714285714288
711,41.0,49.0,5.0,98.0,1.3885714285714288
712,41.0,49.0,41.0,7.0,1.9440000000000002
713,41.0,49.0,41.0,21.0,0.8836363636363638
714,41.0,49.0,41.0,35.0,0.5890909090909091
715,41.0,49.0,41.0,49.0,0.43200000000000005
716,41.0,49.0,41.0,63.0,0.3471428571428572
717,41.0,49.0,41.0,77.0,0.2858823529411765
718,41.0,49.0,41.0,91.0,0.24607594936708865
719,41.0,49.0,41.0,98.0,0.2287058823529412
720,41.0,49.0,77.0,7.0,1.2960000000000003
721,41.0,49.0,77.0,21.0,0.5254054054054055
722,41.0,49.0,77.0,35.0,0.3351724137931035
723,41.0,49.0,77.0,49.0,0.24300000000000002
724,41.0,49.0,77.0,63.0,0.19058823529411767
725,41.0,49.0,77.0,77.0,0.15804878048780488
726,41.0,49.0,77.0,91.0,0.1340689655172414
727,41.0,49.0,77.0,98.0,0.1254193548387097
728,41.0,49.0,113.0,7.0,0.9720000000000001
729,41.0,49.0,113.0,21.0,0.3738461538461539
730,41.0,49.0,113.0,35.0,0.23142857142857146
731,41.0,49.0,113.0,49.0,0.1690434782608696
732,41.0,49.0,113.0,63.0,0.1322448979591837
733,41.0,49.0,113.0,77.0,0.10860335195530728
734,41.0,49.0,113.0,91.0,0.09257142857142858
735,41.0,49.0,113.0,98.0,0.08601769911504425
736,41.0,49.0,149.0,7.0,0.7776000000000001
737,41.0,49.0,149.0,21.0,0.2901492537313433
738,41.0,49.0,149.0,35.0,0.17834862385321104
739,41.0,49.0,149.0,49.0,0.12874172185430466
740,41.0,49.0,149.0,63.0,0.10125
741,41.0,49.0,149.0,77.0,0.08307692307692309
742,41.0,49.0,149.0,91.0,0.07043478260869566
743,41.0,49.0,149.0,98.0,0.06545454545454546
744,41.0,49.0,185.0,7.0,0.6480000000000001
745,41.0,49.0,185.0,21.0,0.23707317073170736
746,41.0,49.0,185.0,35.0,0.14507462686567166
747,41.0,49.0,185.0,49.0,0.10451612903225808
748,41.0,49.0,185.0,63.0,0.08168067226890757
749,41.0,49.0,185.0,77.0,0.06726643598615918
750,41.0,49.0,185.0,91.0,0.05700879765395895
751,41.0,49.0,185.0,98.0,0.052970027247956415
752,41.0,49.0,221.0,7.0,0.5554285714285715
753,41.0,49.0,221.0,21.0,0.20041237113402066
754,41.0,49.0,221.0,35.0,0.12226415094339624
755,41.0,49.0,221.0,49.0,0.08796380090497738
756,41.0,49.0,221.0,63.0,0.06869257950530036
757,41.0,49.0,221.0,77.0,0.05634782608695653
758,41.0,49.0,221.0,91.0,0.04776412776412777
759,41.0,49.0,221.0,98.0,0.04438356164383562
760,41.0,49.0,239.0,7.0,0.511578947368421
761,41.0,49.0,239.0,21.0,0.18514285714285716
762,41.0,49.0,239.0,35.0,0.1130232558139535
763,41.0,49.0,239.0,49.0,0.08133891213389122
764,41.0,49.0,239.0,63.0,0.06352941176470589
765,41.0,49.0,239.0,77.0,0.05211796246648794
766,41.0,49.0,239.0,91.0,0.044282460136674265
767,41.0,49.0,239.0,98.0,0.04109936575052854
768,41.0,63.0,5.0,7.0,6.0928
769,41.0,63.0,5.0,21.0,4.352
770,41.0,63.0,5.0,35.0,3.8080000000000003
771,41.0,63.0,5.0,49.0,3.3848888888888893
772,41.0,63.0,5.0,63.0,2.7694545454545456
773,41.0,63.0,5.0,77.0,2.538666666666667
774,41.0,63.0,5.0,91.0,2.176
775,41.0,63.0,5.0,98.0,2.176
776,41.0,63.0,41.0,7.0,3.0464
777,41.0,63.0,41.0,21.0,1.3847272727272728
778,41.0,63.0,41.0,35.0,0.9231515151515153
779,41.0,63.0,41.0,49.0,0.6769777777777778
780,41.0,63.0,41.0,63.0,0.544
781,41.0,63.0,41.0,77.0,0.448
782,41.0,63.0,41.0,91.0,0.385620253164557
783,41.0,63.0,41.0,98.0,0.3584
784,41.0,63.0,77.0,7.0,2.0309333333333335
785,41.0,63.0,77.0,21.0,0.8233513513513514
786,41.0,63.0,77.0,35.0,0.5252413793103449
787,41.0,63.0,77.0,49.0,0.3808
788,41.0,63.0,77.0,63.0,0.2986666666666667
789,41.0,63.0,77.0,77.0,0.2476747967479675
790,41.0,63.0,77.0,91.0,0.21009655172413794
791,41.0,63.0,77.0,98.0,0.19654193548387097
792,41.0,63.0,113.0,7.0,1.5232
793,41.0,63.0,113.0,21.0,0.5858461538461539
794,41.0,63.0,113.0,35.0,0.3626666666666667
795,41.0,63.0,113.0,49.0,0.26490434782608696
796,41.0,63.0,113.0,63.0,0.20723809523809525
797,41.0,63.0,113.0,77.0,0.17018994413407823
798,41.0,63.0,113.0,91.0,0.14506666666666668
799,41.0,63.0,113.0,98.0,0.13479646017699115
800,41.0,63.0,149.0,7.0,1.2185600000000003
801,41.0,63.0,149.0,21.0,0.4546865671641791
802,41.0,63.0,149.0,35.0,0.27948623853211013
803,41.0,63.0,149.0,49.0,0.20174834437086095
804,41.0,63.0,149.0,63.0,0.15866666666666668
805,41.0,63.0,149.0,77.0,0.1301880341880342
806,41.0,63.0,149.0,91.0,0.11037681159420291
807,41.0,63.0,149.0,98.0,0.10257239057239058
808,41.0,63.0,185.0,7.0,1.0154666666666667
809,41.0,63.0,185.0,21.0,0.37151219512195127
810,41.0,63.0,185.0,35.0,0.22734328358208955
811,41.0,63.0,185.0,49.0,0.16378494623655915
812,41.0,63.0,185.0,63.0,0.128
813,41.0,63.0,185.0,77.0,0.10541176470588236
814,41.0,63.0,185.0,91.0,0.08933724340175954
815,41.0,63.0,185.0,98.0,0.08300817438692099
816,41.0,63.0,221.0,7.0,0.8704000000000001
817,41.0,63.0,221.0,21.0,0.3140618556701031
818,41.0,63.0,221.0,35.0,0.19159748427672957
819,41.0,63.0,221.0,49.0,0.13784615384615384
820,41.0,63.0,221.0,63.0,0.10764664310954064
821,41.0,63.0,221.0,77.0,0.08830144927536232
822,41.0,63.0,221.0,91.0,0.07485012285012285
823,41.0,63.0,221.0,98.0,0.06955251141552511
824,41.0,63.0,239.0,7.0,0.8016842105263158
825,41.0,63.0,239.0,21.0,0.29013333333333335
826,41.0,63.0,239.0,35.0,0.17711627906976746
827,41.0,63.0,239.0,49.0,0.1274644351464435
828,41.0,63.0,239.0,63.0,0.09955555555555555
829,41.0,63.0,239.0,77.0,0.08167292225201073
830,41.0,63.0,239.0,91.0,0.06939407744874716
831,41.0,63.0,239.0,98.0,0.06440591966173362
832,41.0,77.0,5.0,7.0,8.921599999999998
833,41.0,77.0,5.0,21.0,6.372571428571427
834,41.0,77.0,5.0,35.0,5.576
835,41.0,77.0,5.0,49.0,4.956444444444443
836,41.0,77.0,5.0,63.0,4.055272727272727
837,41.0,77.0,5.0,77.0,3.717333333333333
838,41.0,77.0,5.0,91.0,3.1862857142857135
839,41.0,77.0,5.0,98.0,3.1862857142857135
840,41.0,77.0,41.0,7.0,4.460799999999999
841,41.0,77.0,41.0,21.0,2.0276363636363635
842,41.0,77.0,41.0,35.0,1.3517575757575755
843,41.0,77.0,41.0,49.0,0.9912888888888888
844,41.0,77.0,41.0,63.0,0.7965714285714284
845,41.0,77.0,41.0,77.0,0.6559999999999999
846,41.0,77.0,41.0,91.0,0.5646582278481013
847,41.0,77.0,41.0,98.0,0.5247999999999999
848,41.0,77.0,77.0,7.0,2.973866666666666
849,41.0,77.0,77.0,21.0,1.2056216216216216
850,41.0,77.0,77.0,35.0,0.7691034482758619
851,41.0,77.0,77.0,49.0,0.5575999999999999
852,41.0,77.0,77.0,63.0,0.43733333333333324
853,41.0,77.0,77.0,77.0,0.36266666666666664
854,41.0,77.0,77.0,91.0,0.3076413793103448
855,41.0,77.0,77.0,98.0,0.28779354838709675
856,41.0,77.0,113.0,7.0,2.2303999999999995
857,41.0,77.0,113.0,21.0,0.8578461538461537
858,41.0,77.0,113.0,35.0,0.531047619047619
859,41.0,77.0,113.0,49.0,0.38789565217391303
860,41.0,77.0,113.0,63.0,0.30345578231292514
861,41.0,77.0,113.0,77.0,0.24920670391061447
862,41.0,77.0,113.0,91.0,0.2124190476190476
863,41.0,77.0,113.0,98.0,0.19738053097345132
864,41.0,77.0,149.0,7.0,1.78432
865,41.0,77.0,149.0,21.0,0.6657910447761194
866,41.0,77.0,149.0,35.0,0.4092477064220183
867,41.0,77.0,149.0,49.0,0.2954172185430463
868,41.0,77.0,149.0,63.0,0.2323333333333333
869,41.0,77.0,149.0,77.0,0.19063247863247862
870,41.0,77.0,149.0,91.0,0.1616231884057971
871,41.0,77.0,149.0,98.0,0.1501952861952862
872,41.0,77.0,185.0,7.0,1.486933333333333
873,41.0,77.0,185.0,21.0,0.5439999999999999
874,41.0,77.0,185.0,35.0,0.3328955223880597
875,41.0,77.0,185.0,49.0,0.23982795698924728
876,41.0,77.0,185.0,63.0,0.1874285714285714
877,41.0,77.0,185.0,77.0,0.15435294117647055
878,41.0,77.0,185.0,91.0,0.13081524926686214
879,41.0,77.0,185.0,98.0,0.1215476839237057
880,41.0,77.0,221.0,7.0,1.2745142857142855
881,41.0,77.0,221.0,21.0,0.45987628865979374
882,41.0,77.0,221.0,35.0,0.2805534591194968
883,41.0,77.0,221.0,49.0,0.20184615384615384
884,41.0,77.0,221.0,63.0,0.15762544169611303
885,41.0,77.0,221.0,77.0,0.12929855072463767
886,41.0,77.0,221.0,91.0,0.10960196560196558
887,41.0,77.0,221.0,98.0,0.10184474885844746
888,41.0,77.0,239.0,7.0,1.173894736842105
889,41.0,77.0,239.0,21.0,0.4248380952380952
890,41.0,77.0,239.0,35.0,0.2593488372093023
891,41.0,77.0,239.0,49.0,0.18664435146443514
892,41.0,77.0,239.0,63.0,0.14577777777777776
893,41.0,77.0,239.0,77.0,0.11959249329758713
894,41.0,77.0,239.0,91.0,0.1016127562642369
895,41.0,77.0,239.0,98.0,0.09430866807610992
896,41.0,91.0,5.0,7.0,12.134400000000001
897,41.0,91.0,5.0,21.0,8.667428571428573
898,41.0,91.0,5.0,35.0,7.5840000000000005
899,41.0,91.0,5.0,49.0,6.741333333333334
900,41.0,91.0,5.0,63.0,5.5156363636363634
901,41.0,91.0,5.0,77.0,5.056
902,41.0,91.0,5.0,91.0,4.3337142857142865
903,41.0,91.0,5.0,98.0,4.3337142857142865
904,41.0,91.0,41.0,7.0,6.067200000000001
905,41.0,91.0,41.0,21.0,2.7578181818181817
906,41.0,91.0,41.0,35.0,1.8385454545454547
907,41.0,91.0,41.0,49.0,1.3482666666666667
908,41.0,91.0,41.0,63.0,1.0834285714285716
909,41.0,91.0,41.0,77.0,0.8922352941176471
910,41.0,91.0,41.0,91.0,0.768
911,41.0,91.0,41.0,98.0,0.7137882352941177
912,41.0,91.0,77.0,7.0,4.0448
913,41.0,91.0,77.0,21.0,1.6397837837837839
914,41.0,91.0,77.0,35.0,1.0460689655172413
915,41.0,91.0,77.0,49.0,0.7584000000000001
916,41.0,91.0,77.0,63.0,0.5948235294117648
917,41.0,91.0,77.0,77.0,0.4932682926829269
918,41.0,91.0,77.0,91.0,0.4184275862068965
919,41.0,91.0,77.0,98.0,0.3914322580645161
920,41.0,91.0,113.0,7.0,3.0336000000000003
921,41.0,91.0,113.0,21.0,1.1667692307692308
922,41.0,91.0,113.0,35.0,0.7222857142857143
923,41.0,91.0,113.0,49.0,0.5275826086956522
924,41.0,91.0,113.0,63.0,0.4127346938775511
925,41.0,91.0,113.0,77.0,0.33894972067039103
926,41.0,91.0,113.0,91.0,0.28891428571428573
927,41.0,91.0,113.0,98.0,0.26846017699115043
928,41.0,91.0,149.0,7.0,2.42688
929,41.0,91.0,149.0,21.0,0.9055522388059702
930,41.0,91.0,149.0,35.0,0.5566238532110092
931,41.0,91.0,149.0,49.0,0.4018013245033113
932,41.0,91.0,149.0,63.0,0.316
933,41.0,91.0,149.0,77.0,0.2592820512820513
934,41.0,91.0,149.0,91.0,0.21982608695652173
935,41.0,91.0,149.0,98.0,0.2042828282828283
936,41.0,91.0,185.0,7.0,2.0224
937,41.0,91.0,185.0,21.0,0.7399024390243902
938,41.0,91.0,185.0,35.0,0.4527761194029851
939,41.0,91.0,185.0,49.0,0.3261935483870968
940,41.0,91.0,185.0,63.0,0.25492436974789917
941,41.0,91.0,185.0,77.0,0.2099377162629758
942,41.0,91.0,185.0,91.0,0.17792375366568913
943,41.0,91.0,185.0,98.0,0.16531880108991825
944,41.0,91.0,221.0,7.0,1.7334857142857143
945,41.0,91.0,221.0,21.0,0.6254845360824742
946,41.0,91.0,221.0,35.0,0.3815849056603774
947,41.0,91.0,221.0,49.0,0.2745339366515837
948,41.0,91.0,221.0,63.0,0.2143886925795053
949,41.0,91.0,221.0,77.0,0.1758608695652174
950,41.0,91.0,221.0,91.0,0.14907125307125307
951,41.0,91.0,221.0,98.0,0.13852054794520546
952,41.0,91.0,239.0,7.0,1.5966315789473684
953,41.0,91.0,239.0,21.0,0.5778285714285715
954,41.0,91.0,239.0,35.0,0.35274418604651164
955,41.0,91.0,239.0,49.0,0.25385774058577404
956,41.0,91.0,239.0,63.0,0.19827450980392158
957,41.0,91.0,239.0,77.0,0.16265951742627346
958,41.0,91.0,239.0,91.0,0.13820501138952163
959,41.0,91.0,239.0,98.0,0.12827061310782242
960,41.0,98.0,5.0,7.0,14.008000000000001
961,41.0,98.0,5.0,21.0,10.005714285714285
962,41.0,98.0,5.0,35.0,8.755
963,41.0,98.0,5.0,49.0,7.782222222222223
964,41.0,98.0,5.0,63.0,6.367272727272728
965,41.0,98.0,5.0,77.0,5.836666666666667
966,41.0,98.0,5.0,91.0,5.002857142857143
967,41.0,98.0,5.0,98.0,5.002857142857143
968,41.0,98.0,41.0,7.0,7.0040000000000004
969,41.0,98.0,41.0,21.0,3.183636363636364
970,41.0,98.0,41.0,35.0,2.1224242424242425
971,41.0,98.0,41.0,49.0,1.5564444444444445
972,41.0,98.0,41.0,63.0,1.2507142857142857
973,41.0,98.0,41.0,77.0,1.03
974,41.0,98.0,41.0,91.0,0.8865822784810127
975,41.0,98.0,41.0,98.0,0.8240000000000001
976,41.0,98.0,77.0,7.0,4.669333333333334
977,41.0,98.0,77.0,21.0,1.8929729729729732
978,41.0,98.0,77.0,35.0,1.2075862068965517
979,41.0,98.0,77.0,49.0,0.8755000000000001
980,41.0,98.0,77.0,63.0,0.6866666666666668
981,41.0,98.0,77.0,77.0,0.5694308943089431
982,41.0,98.0,77.0,91.0,0.4830344827586207
983,41.0,98.0,77.0,98.0,0.45187096774193547
984,41.0,98.0,113.0,7.0,3.5020000000000002
985,41.0,98.0,113.0,21.0,1.3469230769230771
986,41.0,98.0,113.0,35.0,0.8338095238095239
987,41.0,98.0,113.0,49.0,0.6090434782608696
988,41.0,98.0,113.0,63.0,0.4764625850340136
989,41.0,98.0,113.0,77.0,0.3912849162011173
990,41.0,98.0,113.0,91.0,0.33352380952380956
991,41.0,98.0,113.0,98.0,0.30991150442477877
992,41.0,98.0,149.0,7.0,2.8016
993,41.0,98.0,149.0,21.0,1.0453731343283583
994,41.0,98.0,149.0,35.0,0.6425688073394495
995,41.0,98.0,149.0,49.0,0.46384105960264904
996,41.0,98.0,149.0,63.0,0.3647916666666667
997,41.0,98.0,149.0,77.0,0.29931623931623935
998,41.0,98.0,149.0,91.0,0.25376811594202897
999,41.0,98.0,149.0,98.0,0.23582491582491583
1000,41.0,98.0,185.0,7.0,2.334666666666667
1001,41.0,98.0,185.0,21.0,0.8541463414634147
1002,41.0,98.0,185.0,35.0,0.5226865671641792
1003,41.0,98.0,185.0,49.0,0.37655913978494626
1004,41.0,98.0,185.0,63.0,0.2942857142857143
1005,41.0,98.0,185.0,77.0,0.2423529411764706
1006,41.0,98.0,185.0,91.0,0.2053958944281525
1007,41.0,98.0,185.0,98.0,0.19084468664850138
1008,41.0,98.0,221.0,7.0,2.0011428571428573
1009,41.0,98.0,221.0,21.0,0.7220618556701032
1010,41.0,98.0,221.0,35.0,0.4405031446540881
1011,41.0,98.0,221.0,49.0,0.316923076923077
1012,41.0,98.0,221.0,63.0,0.24749116607773855
1013,41.0,98.0,221.0,77.0,0.2030144927536232
1014,41.0,98.0,221.0,91.0,0.1720884520884521
1015,41.0,98.0,221.0,98.0,0.15990867579908677
1016,41.0,98.0,239.0,7.0,1.8431578947368423
1017,41.0,98.0,239.0,21.0,0.6670476190476191
1018,41.0,98.0,239.0,35.0,0.40720930232558145
1019,41.0,98.0,239.0,49.0,0.29305439330543936
1020,41.0,98.0,239.0,63.0,0.22888888888888892
1021,41.0,98.0,239.0,77.0,0.18777479892761398
1022,41.0,98.0,239.0,91.0,0.15954441913439638
1023,41.0,98.0,239.0,98.0,0.14807610993657508
1024,77.0,7.0,5.0,7.0,0.28800000000000003
1025,77.0,7.0,5.0,21.0,0.2057142857142857
1026,77.0,7.0,5.0,35.0,0.18
1027,77.0,7.0,5.0,49.0,0.16
1028,77.0,7.0,5.0,63.0,0.1309090909090909
1029,77.0,7.0,5.0,77.0,0.12
1030,77.0,7.0,5.0,91.0,0.10285714285714286
1031,77.0,7.0,5.0,98.0,0.10285714285714286
1032,77.0,7.0,41.0,7.0,0.14400000000000002
1033,77.0,7.0,41.0,21.0,0.06545454545454545
1034,77.0,7.0,41.0,35.0,0.04363636363636363
1035,77.0,7.0,41.0,49.0,0.032
1036,77.0,7.0,41.0,63.0,0.025714285714285714
1037,77.0,7.0,41.0,77.0,0.021176470588235293
1038,77.0,7.0,41.0,91.0,0.018227848101265823
1039,77.0,7.0,41.0,98.0,0.016941176470588237
1040,77.0,7.0,77.0,7.0,0.096
1041,77.0,7.0,77.0,21.0,0.038918918918918924
1042,77.0,7.0,77.0,35.0,0.024827586206896554
1043,77.0,7.0,77.0,49.0,0.018000000000000002
1044,77.0,7.0,77.0,63.0,0.01411764705882353
1045,77.0,7.0,77.0,77.0,0.011707317073170732
1046,77.0,7.0,77.0,91.0,0.009931034482758621
